symptoms_text,disease_id
"persistent dehydration, mild loose stools, persistent nausea, persistent abdominal cramps",7
"mild bleeding during bowel movements, persistent anal pain",50
"persistent dizziness, severe shortness of breath",2
"severe headache, chills, muscle pain, persistent fever",38
"moderate abdominal pain, loss of appetite, weakness, moderate fever",6
"persistent dehydration, moderate loose stools",7
"mild jaundice, moderate nausea, moderate loss of appetite",24
"persistent dark urine, persistent pale stools, severe fatigue",53
"persistent stomach cramps, severe diarrhea, vomiting",18
"severe difficulty seeing, distorted vision, severe blurred vision",11
"persistent difficulty breathing, persistent fatigue",15
"mild chest pain, mild fever",15
"mild slow movement, severe tremors, balance problems, persistent muscle stiffness",29
"severe blurred vision, frequent urination, severe slow wound healing",1
"moderate irregular periods, moderate acne, moderate excess hair growth, mild weight gain",39
"moderate fever, persistent night sweats, severe chronic cough, severe weight loss, moderate chest pain",3
"persistent stunted growth, mild weight loss, mild fatigue",8
"moderate breast pain, severe skin changes, mild nipple discharge, persistent breast lump",30
"mild fever, severe joint pain, red eyes",37
"pelvic pain, frequent urination",32
"severe painful periods, severe heavy bleeding",43
"mild rash, severe muscle pain, mild joint pain, moderate high fever",4
"mild headache, post nasal drip",17
facial pain,17
"mild heavy bleeding, mild pelvic pain, severe painful periods",43
"moderate mouth ulcers, severe difficulty swallowing, mild oral pain",46
"severe difficulty thinking, mild memory loss, persistent confusion, mild personality changes",26
"weight gain, persistent dry skin, persistent cold intolerance",40
"mild fatigue, moderate cold intolerance",40
"severe shortness of breath, mild fatigue",42
"persistent weakness, mild rapid heartbeat, persistent dizziness, persistent shortness of breath, moderate fatigue",0
"dry skin, mild itchy skin, severe red patches",51
"mild red patches, severe itchy skin, persistent scaling",51
"persistent eye discharge, mild red eyes",12
"persistent nausea, persistent dehydration, severe abdominal cramps",7
"blurred vision, moderate difficulty seeing, distorted vision",11
"frequent urination, moderate pelvic pain",32
"dry skin, severe itchy skin",51
"mild cloudy vision, moderate night vision difficulty, severe blurred vision",44
"frequent urination, severe blurred vision, persistent slow wound healing",1
"severe weight gain, persistent fatigue, mild upper abdominal pain",20
"mild pelvic pain, mild painful periods, severe heavy bleeding",43
"severe night sweats, mild fever, severe chest pain",3
"severe itching, ring shaped rash, persistent scaly skin",19
"mild rash, persistent joint pain, moderate fever",37
"severe weight loss, severe night sweats",45
"mild stunted growth, severe fatigue, severe weight loss, poor appetite",8
"dark urine, moderate thirst",10
"severe bloating, moderate hard stools",16
"moderate weight gain, mild fatigue",40
"severe palpitations, tremors, mild heat intolerance",41
"severe confusion, mild fatigue, moderate easy bruising, moderate abdominal swelling",25
"persistent fatigue, dark urine, severe pale stools, mild yellowing of skin",53
persistent high body temperature,22
"mild joint pain, severe skin rash, moderate fatigue",33
"severe nipple discharge, skin changes",30
"mild bleeding gums, mild weakness, severe joint pain",34
"moderate joint pain, severe stiffness, mild reduced mobility",21
"dizziness, severe rapid heartbeat, persistent weakness, fatigue",0
"moderate circular rash, moderate scaly skin",35
"persistent headache, moderate chest pain, moderate dizziness",2
"persistent fever, chills",38
"severe stomach cramps, moderate nausea",18
"moderate weakness, mild tooth loss, moderate joint pain",34
"nausea, indigestion",27
"moderate fatigue, moderate chest pain, moderate productive cough",15
"mild tremors, muscle stiffness, slow movement",29
"mild nasal congestion, mild post nasal drip, mild facial pain",17
"mild oily skin, skin inflammation, pimples",52
"severe frequent urination, moderate excessive thirst, severe slow wound healing",1
"mild ring shaped rash, severe skin redness, severe scaly skin",19
"moderate tremors, persistent balance problems, slow movement",29
"shortness of breath, coughing, severe chest tightness",13
persistent joint pain,4
"moderate fever, mild chills, moderate headache, muscle pain",38
"mild muscle stiffness, persistent balance problems, mild tremors",29
"mild jaundice, mild loss of appetite, mild fatigue",24
"abdominal swelling, mild jaundice, mild weight loss",48
"mild chest pain, persistent shortness of breath, persistent cough",49
"mild breast pain, skin changes",30
"moderate itching, persistent scaly skin",19
"mild abdominal swelling, persistent jaundice, severe itching",48
"skin redness, mild ring shaped rash, severe itching",19
"stomach cramps, persistent nausea, moderate vomiting, severe diarrhea",18
"moderate memory loss, mild personality changes, difficulty thinking, confusion",26
"mild weight gain, mild dry skin",40
"severe post nasal drip, nasal congestion, mild headache",17
"severe skin inflammation, pimples, mild blackheads, oily skin",52
"mild nausea, burning stomach pain, mild indigestion",27
"moderate night sweats, chronic cough, severe weight loss, severe chest pain",3
"burning urination, persistent frequent urination, moderate pelvic pain",32
"memory loss, severe confusion, persistent personality changes",26
"bleeding during bowel movements, severe itching",50
"bleeding gums, persistent skin rash, severe headache, mild joint pain, moderate high fever",5
"severe poor appetite, persistent stunted growth",8
"persistent fatigue, nausea, mild jaundice",24
"moderate confusion, moderate headache, severe fever",36
"severe shortness of breath, wheezing, moderate chest tightness",13
"persistent headache, persistent vomiting, moderate fever",36
"mild pelvic pain, persistent burning urination, mild frequent urination",32
"severe mouth ulcers, moderate oral pain, persistent difficulty swallowing",46
"moderate fever, moderate abdominal pain, moderate weakness",6
"moderate confusion, high body temperature, persistent dry skin, severe dizziness",22
"mild vomiting, mild severe dehydration",9
"moderate joint pain, severe swelling, persistent stiffness",21
"moderate dry mouth, persistent thirst, severe dark urine, mild reduced urination",10
"persistent ring shaped rash, persistent skin redness",19
"severe itching, severe ring shaped rash, scaly skin",19
"severe fatigue, mild rapid heartbeat, dizziness, mild weakness, severe pale skin",0
"persistent weight gain, moderate cold intolerance, moderate dry skin",40
"mild persistent cough, mild weight loss, severe shortness of breath",49
"severe weakness, mild abdominal pain",6
"severe skin rash, mild fatigue, fever",33
"severe shortness of breath, mild persistent cough, chest pain",49
"moderate cloudy vision, blurred vision",44
"persistent diarrhea, mild vomiting",18
"persistent pale stools, mild yellowing of skin",53
"oral pain, persistent mouth ulcers, severe difficulty swallowing",46
"mild high fever, moderate muscle pain, mild joint pain",4
"itching, severe abdominal swelling, severe jaundice",48
"nausea, mild vomiting, moderate stomach cramps",18
"vomiting, confusion, persistent headache",36
"moderate itchy skin, red patches",51
"persistent breast lump, persistent nipple discharge",30
moderate tremors,29
"swelling, mild stiffness",21
"stiffness, reduced mobility, mild swelling",21
"severe difficulty swallowing, persistent mouth ulcers, severe oral pain",46
"shortness of breath, severe fatigue, moderate dizziness",0
mild difficulty swallowing,46
"heavy bleeding, severe pelvic pain, moderate painful periods",43
"nausea, persistent jaundice, mild loss of appetite, persistent fatigue",24
"persistent nausea, severe abdominal cramps",7
"severe red patches, persistent scaling, severe itchy skin",51
"moderate dehydration, persistent abdominal cramps, mild nausea",7
"fatigue, persistent shortness of breath",42
"persistent dark urine, mild jaundice, severe fatigue, mild abdominal pain",23
"mild dry skin, persistent fatigue, severe cold intolerance",40
"mild painful periods, pelvic pain, heavy bleeding",43
moderate painful periods,43
"moderate itching, mild red eyes, mild eye discharge",12
"severe fatigue, moderate wheezing, mild shortness of breath",42
"severe dry skin, weight gain, mild fatigue",40
"moderate red patches, moderate dry skin, severe itchy skin",51
"moderate upper abdominal pain, moderate liver discomfort, weight gain, moderate fatigue",20
"persistent pelvic pain, burning urination",32
"severe weight loss, mild night sweats",45
"moderate weight loss, frequent infections, mild night sweats",45
"mild jaundice, severe fatigue, severe dark urine",23
"severe shortness of breath, chronic cough",42
"mild indigestion, severe burning stomach pain",27
"moderate weight gain, persistent fatigue, mild liver discomfort",20
"persistent fatigue, persistent skin rash, severe fever, severe joint pain",33
"persistent jaundice, mild abdominal swelling, severe itching",48
"mild vomiting, moderate leg cramps, persistent severe dehydration, moderate watery diarrhea",9
"severe weight loss, mild stunted growth, moderate poor appetite, persistent fatigue",8
"mild pelvic pain, abnormal bleeding, moderate pain during intercourse",31
"fatigue, moderate wheezing, mild chronic cough, mild shortness of breath",42
"severe bleeding during bowel movements, mild itching, moderate anal pain",50
"mild diarrhea, loss of appetite, abdominal pain",6
"persistent vomiting, moderate diarrhea, moderate nausea",18
"persistent dehydration, mild abdominal cramps",7
"mild fatigue, persistent fever, severe skin rash, joint pain",33
"severe joint pain, moderate swelling",21
"persistent abdominal swelling, persistent weight loss, mild itching, moderate jaundice",48
"joint pain, persistent muscle pain, persistent high fever, severe rash",4
"severe fatigue, jaundice, persistent loss of appetite, severe nausea",24
"fatigue, jaundice, severe loss of appetite, mild nausea",24
"ring shaped rash, moderate itching, persistent skin redness",19
"severe fatigue, moderate cold intolerance",40
"persistent pain during intercourse, severe pelvic pain, severe abnormal bleeding",31
"balance problems, persistent slow movement",29
"breast pain, moderate nipple discharge, mild breast lump",30
"severe nausea, persistent stomach pain",28
"mild burning stomach pain, persistent indigestion, persistent nausea",27
"nausea, dehydration",7
"persistent muscle pain, headache, severe fever",38
"coughing, persistent chest tightness, moderate wheezing, shortness of breath",13
"severe ring shaped rash, moderate scaly skin, severe itching",19
"moderate fatigue, moderate pale stools, persistent yellowing of skin, severe dark urine",53
"persistent scaling, severe red patches, itchy skin, mild dry skin",51
"persistent upper abdominal pain, moderate fatigue",20
"persistent itching, moderate skin redness, ring shaped rash",19
"severe skin inflammation, persistent blackheads, pimples, severe oily skin",52
"severe night sweats, moderate fatigue, mild frequent infections, moderate weight loss",45
"moderate weight gain, moderate liver discomfort, upper abdominal pain, moderate fatigue",20
"moderate irregular periods, mild excess hair growth",39
"moderate itching, persistent red eyes, moderate gritty sensation, mild eye discharge",12
"severe irregular periods, moderate weight gain, persistent excess hair growth",39
"persistent nausea, persistent indigestion",27
"moderate fever, mild loss of appetite, mild abdominal pain",6
"moderate difficulty swallowing, mild mouth ulcers, persistent oral pain",46
"severe bloating, mild nausea, moderate stomach pain",28
"moderate dark urine, persistent fatigue, moderate jaundice, mild abdominal pain",23
"severe leg cramps, watery diarrhea, persistent severe dehydration, severe vomiting",9
"persistent excessive thirst, slow wound healing, mild blurred vision, severe fatigue",1
"mild persistent abdominal pain, mild weight loss, loss of appetite",47
"red patches, itchy skin, mild scaling",51
"weight loss, moderate poor appetite",8
"severe oral pain, mild mouth ulcers, difficulty swallowing",46
"moderate weight loss, severe fever",3
"mild fatigue, weight gain, mild cold intolerance",40
"distorted vision, mild difficulty seeing, severe blurred vision, severe vision loss",11
"severe fatigue, nausea",24
"moderate joint pain, moderate rash, severe high fever, persistent headache",4
"severe slow movement, severe balance problems, persistent muscle stiffness",29
"persistent eye discharge, mild red eyes",12
"moderate chest pain, severe weight loss, persistent shortness of breath",49
"weight loss, severe palpitations, mild heat intolerance, severe tremors",41
"mild reduced urination, mild dark urine, moderate thirst",10
"severe fatigue, mild dry skin",40
"mild joint pain, moderate red eyes, moderate rash, persistent fever",37
"mild fatigue, persistent jaundice, persistent abdominal pain",23
"persistent dizziness, severe confusion, moderate high body temperature",22
"moderate skin rash, mild severe headache, mild high fever, moderate joint pain",5
"severe headache, moderate confusion, persistent vomiting",36
"mild abdominal swelling, persistent easy bruising, confusion, mild fatigue",25
"persistent loss of appetite, persistent abdominal pain, weight loss",47
"severe nausea, persistent diarrhea, severe vomiting, stomach cramps",18
"severe high body temperature, moderate dizziness, severe dry skin",22
"persistent eye discharge, mild red eyes",12
"moderate stomach cramps, mild nausea, moderate vomiting",18
"persistent abdominal swelling, mild jaundice, severe itching, moderate weight loss",48
"weakness, moderate fatigue, severe rapid heartbeat, shortness of breath",0
"moderate skin redness, ring shaped rash",19
"fatigue, severe weight loss, mild stunted growth, mild poor appetite",8
"persistent fever, persistent confusion, persistent vomiting, persistent headache",36
"persistent fatigue, mild dizziness, weakness, moderate pale skin, moderate shortness of breath",0
"severe frequent urination, burning urination, persistent pelvic pain",32
"mild indigestion, severe nausea",27
"reduced mobility, joint pain, persistent stiffness",21
"moderate rapid heartbeat, fatigue, persistent weakness, dizziness",0
"moderate watery diarrhea, persistent vomiting, severe leg cramps",9
"chest pain, moderate fever, persistent weight loss",3
"moderate painful periods, pelvic pain",43
"mild rash, moderate high fever, mild muscle pain, persistent headache",4
"mild slow movement, moderate tremors, moderate muscle stiffness",29
"severe confusion, moderate vomiting, moderate fever",36
"moderate night sweats, persistent fever, moderate weight loss",3
"persistent dry skin, confusion, dizziness",22
"moderate fever, mild red eyes, rash",37
"mild bloating, moderate nausea",28
"moderate muscle pain, joint pain, persistent headache, rash",4
"moderate fever, weakness, abdominal pain, moderate diarrhea",6
"persistent poor appetite, severe weight loss, persistent stunted growth, persistent fatigue",8
"persistent weight gain, persistent acne, persistent excess hair growth, severe irregular periods",39
"moderate headache, severe vomiting, severe confusion",36
"moderate indigestion, persistent nausea, moderate burning stomach pain",27
"persistent weight loss, severe shortness of breath, severe chest pain",49
"persistent abnormal bleeding, mild pelvic pain, persistent pain during intercourse",31
"reduced mobility, severe joint pain, mild swelling, moderate stiffness",21
"mild balance problems, mild muscle stiffness, persistent slow movement",29
"moderate irregular periods, weight gain",39
"nausea, heartburn, mild bloating",28
"persistent nosebleeds, severe shortness of breath, moderate chest pain",2
"muscle pain, moderate joint pain, persistent rash",4
"mild itching, mild anal pain, persistent bleeding during bowel movements",50
"mild skin inflammation, severe blackheads, oily skin, moderate pimples",52
"mild chills, moderate sore throat, mild fever, severe body pain",14
"mild dry skin, weight gain, severe fatigue",40
"severe dry skin, moderate cold intolerance, moderate fatigue",40
"mild bleeding gums, severe severe headache, persistent skin rash, persistent high fever, persistent joint pain",5
"persistent itching, moderate scaly skin",19
"severe scaling, severe itchy skin",51
"severe palpitations, moderate heat intolerance",41
severe dark urine,23
"bloating, stomach pain, moderate nausea, mild heartburn",28
"mild shortness of breath, severe fatigue",42
"moderate weakness, severe loss of appetite, fever",6
"moderate abnormal bleeding, severe pain during intercourse, pelvic pain",31
"mild difficulty breathing, mild productive cough, mild fatigue",15
"persistent frequent urination, persistent pelvic pain, moderate burning urination",32
"severe dark urine, yellowing of skin, moderate pale stools, mild fatigue",53
"mild fatigue, moderate liver discomfort, mild weight gain",20
"severe pelvic pain, persistent frequent urination, mild burning urination",32
persistent difficulty swallowing,46
"moderate vomiting, mild diarrhea, nausea",18
"severe abnormal bleeding, severe pelvic pain",31
"persistent wheezing, chest tightness",13
"mild chest pain, night sweats, moderate chronic cough",3
"moderate stomach pain, severe bloating",28
"mild anal pain, itching",50
"persistent night sweats, severe frequent infections, moderate weight loss, persistent fatigue",45
"persistent sore throat, severe cough, moderate body pain",14
"persistent thirst, persistent dark urine, dry mouth",10
"mild dry skin, moderate dizziness, persistent confusion",22
"mild wheezing, shortness of breath, moderate fatigue",42
"severe distorted vision, moderate vision loss, blurred vision",11
"mild night sweats, severe fatigue, persistent frequent infections, persistent weight loss",45
"severe memory loss, difficulty thinking, severe personality changes",26
"bleeding gums, weakness, persistent joint pain, persistent tooth loss",34
"moderate frequent urination, moderate pelvic pain",32
"fatigue, moderate shortness of breath, severe chronic cough, moderate wheezing",42
severe difficulty thinking,26
"persistent circular rash, moderate itching, scaly skin",35
severe night vision difficulty,44
"eye discharge, moderate red eyes",12
"persistent jaundice, moderate fatigue",24
"severe upper abdominal pain, mild weight gain, fatigue",20
"moderate diarrhea, persistent fever, persistent weakness, abdominal pain, mild loss of appetite",6
"moderate chest tightness, persistent coughing, wheezing",13
"moderate fatigue, mild poor appetite",8
"moderate fatigue, abdominal pain",23
"persistent personality changes, mild confusion, difficulty thinking",26
"fatigue, mild night sweats, mild weight loss",45
mild swelling,21
"weakness, severe bleeding gums, mild tooth loss, joint pain",34
"mild gritty sensation, severe red eyes",12
"persistent cough, mild weight loss, persistent chest pain",49
"mild leg cramps, persistent severe dehydration, watery diarrhea",9
"mild joint pain, headache, severe muscle pain",4
"mild nasal congestion, persistent post nasal drip",17
"persistent poor appetite, mild fatigue, severe weight loss",8
"persistent frequent infections, night sweats, persistent weight loss",45
"moderate difficulty swallowing, mild mouth ulcers, mild oral pain",46
"persistent nausea, mild stomach cramps, severe diarrhea",18
"moderate pain during intercourse, abnormal bleeding, mild pelvic pain",31
"mild loss of appetite, fatigue, moderate jaundice",24
"joint pain, persistent weakness, severe tooth loss, bleeding gums",34
"mild joint pain, moderate severe headache, mild skin rash, moderate bleeding gums, severe high fever",5
"abdominal swelling, persistent itching",48
"persistent abdominal pain, persistent jaundice, dark urine",23
"persistent weakness, moderate fatigue, persistent pale skin, moderate rapid heartbeat",0
"mild headache, moderate fever, moderate confusion, mild vomiting",36
"severe reduced urination, dark urine, dry mouth, severe thirst",10
"severe dizziness, nosebleeds, severe shortness of breath",2
"night sweats, mild fever, severe weight loss, moderate chest pain, chronic cough",3
"dry skin, confusion, moderate dizziness",22
"mild chest pain, persistent shortness of breath, weight loss",49
"severe bleeding gums, moderate tooth loss",34
"persistent coughing, moderate wheezing, shortness of breath, mild chest tightness",13
"severe indigestion, persistent nausea",27
"persistent swelling, mild joint pain, stiffness",21
"severe abdominal discomfort, hard stools, bloating",16
"severe anal pain, bleeding during bowel movements",50
"mild chest tightness, persistent coughing, moderate wheezing, shortness of breath",13
"personality changes, difficulty thinking, confusion, severe memory loss",26
"moderate cloudy vision, moderate night vision difficulty",44
"muscle pain, severe high fever, moderate rash",4
"severe shortness of breath, mild persistent cough, persistent weight loss",49
"pelvic pain, severe heavy bleeding",43
"severe tremors, mild weight loss, severe heat intolerance",41
"mild night sweats, fever, moderate chest pain, moderate chronic cough, mild weight loss",3
"mild facial pain, moderate post nasal drip, severe nasal congestion, severe headache",17
"severe fatigue, moderate pale stools, moderate dark urine",53
"weakness, moderate shortness of breath, moderate fatigue, moderate dizziness",0
"bleeding gums, moderate joint pain, persistent weakness",34
"severe dry skin, mild weight gain, persistent cold intolerance, moderate fatigue",40
"moderate joint pain, persistent fever, severe skin rash",33
"fever, severe night sweats, mild chest pain, chronic cough, weight loss",3
"severe fever, persistent diarrhea, severe weakness, abdominal pain, moderate loss of appetite",6
"severe chronic cough, moderate shortness of breath, wheezing",42
"mild indigestion, persistent nausea",27
"persistent pain during intercourse, persistent abnormal bleeding, moderate pelvic pain",31
"moderate fatigue, severe fever, persistent skin rash",33
"severe coughing, wheezing",13
"severe weight loss, persistent heat intolerance, severe palpitations",41
"rapid heartbeat, persistent weakness, persistent dizziness, fatigue, persistent shortness of breath, mild pale skin",0
"moderate chest tightness, coughing, moderate shortness of breath, moderate wheezing",13
"circular rash, hair loss, mild itching",35
"persistent heat intolerance, severe weight loss, mild palpitations, tremors",41
"mild heat intolerance, weight loss, moderate tremors",41
"moderate dizziness, moderate confusion, severe dry skin",22
"persistent weakness, mild loss of appetite, mild fever, mild diarrhea",6
"productive cough, difficulty breathing, fever, mild chest pain",15
"persistent nausea, persistent vomiting, moderate diarrhea, persistent stomach cramps",18
"pimples, severe blackheads",52
"severe itchy skin, moderate scaling, persistent red patches",51
"persistent dark urine, persistent fatigue, persistent abdominal pain",23
"mild red eyes, moderate itching, severe eye discharge",12
"persistent fatigue, severe pale skin, severe dizziness, mild shortness of breath, persistent weakness",0
"mild tremors, persistent weight loss, palpitations",41
"mild weakness, shortness of breath, mild dizziness",0
"persistent fatigue, chest pain, difficulty breathing, mild fever, productive cough",15
"moderate nausea, moderate fatigue, moderate jaundice",24
"mild skin rash, moderate fatigue, moderate joint pain",33
"persistent balance problems, severe tremors, severe slow movement, severe muscle stiffness",29
mild confusion,26
"severe wheezing, persistent chronic cough, severe fatigue",42
"moderate eye discharge, persistent gritty sensation, persistent red eyes, mild itching",12
"severe confusion, severe abdominal swelling, mild fatigue",25
"severe nausea, persistent vomiting, moderate stomach cramps",18
"persistent ring shaped rash, skin redness",19
"persistent indigestion, severe burning stomach pain",27
"persistent pelvic pain, mild burning urination",32
"severe fatigue, persistent loss of appetite, mild nausea",24
"moderate chest pain, chronic cough, weight loss, persistent night sweats, mild fever",3
"persistent red eyes, moderate rash, severe fever, severe joint pain",37
"mild fatigue, weight loss, moderate stunted growth",8
"mild excess hair growth, mild irregular periods, mild acne",39
"moderate eye discharge, mild red eyes, itching",12
"mild blurred vision, severe cloudy vision, mild night vision difficulty",44
"moderate high body temperature, dizziness, dry skin",22
"fever, persistent headache, persistent chills",38
"moderate jaundice, moderate nausea, fatigue",24
"mild eye discharge, mild gritty sensation, moderate red eyes, itching",12
"persistent jaundice, severe abdominal swelling, itching",48
"moderate itching, severe red eyes, severe eye discharge",12
"moderate circular rash, persistent hair loss, moderate scaly skin",35
"moderate thirst, moderate reduced urination, moderate dry mouth",10
"persistent post nasal drip, moderate nasal congestion, moderate headache, facial pain",17
"severe persistent abdominal pain, severe loss of appetite, moderate weight loss",47
"severe chest tightness, coughing, severe shortness of breath, wheezing",13
"moderate skin changes, severe breast lump, moderate nipple discharge",30
"mild abdominal swelling, moderate easy bruising, severe confusion",25
mild muscle pain,4
"severe fatigue, severe joint pain",33
"mild fever, moderate body pain, severe chills, sore throat",14
"persistent reduced mobility, mild swelling, stiffness",21
"itching, persistent abdominal swelling, moderate jaundice, moderate weight loss",48
"persistent chronic cough, severe fever, chest pain",3
"severe facial pain, nasal congestion, severe headache",17
"mild vomiting, diarrhea, persistent stomach cramps",18
"mild severe headache, joint pain",5
"persistent loose stools, severe abdominal cramps, mild nausea, moderate dehydration",7
"tremors, severe muscle stiffness",29
"mild fatigue, severe shortness of breath",42
"persistent shortness of breath, chest pain, moderate weight loss",49
"persistent pain during intercourse, severe pelvic pain, moderate abnormal bleeding",31
"moderate facial pain, mild nasal congestion, mild post nasal drip, headache",17
"moderate wheezing, persistent shortness of breath, moderate coughing",13
moderate loss of appetite,47
"fatigue, severe liver discomfort",20
"moderate vision loss, persistent difficulty seeing, severe blurred vision",11
"moderate fever, fatigue, productive cough, severe difficulty breathing",15
"persistent weight loss, persistent abdominal pain, mild loss of appetite",47
"mild dry skin, severe itchy skin, mild scaling",51
"confusion, severe easy bruising, mild fatigue, abdominal swelling",25
"moderate breast pain, mild skin changes, nipple discharge, mild breast lump",30
"severe circular rash, severe hair loss, moderate scaly skin",35
"moderate jaundice, severe weight loss, mild itching",48
"moderate oral pain, mild difficulty swallowing, mild mouth ulcers",46
"persistent burning stomach pain, indigestion, severe nausea",27
"persistent ring shaped rash, mild scaly skin, mild itching, severe skin redness",19
"hard stools, moderate bloating",16
"moderate weight gain, persistent cold intolerance, fatigue",40
"indigestion, severe burning stomach pain, moderate nausea",27
"persistent red eyes, severe joint pain",37
"confusion, dizziness",22
"moderate skin rash, severe joint pain, persistent severe headache",5
"nausea, mild abdominal cramps",7
"severe itching, persistent ring shaped rash, scaly skin",19
"severe severe dehydration, severe watery diarrhea, moderate vomiting",9
"mild dark urine, mild fatigue, moderate yellowing of skin",53
"persistent blurred vision, persistent difficulty seeing, vision loss",11
"persistent fatigue, severe abdominal swelling, mild easy bruising",25
"severe dizziness, nosebleeds, moderate shortness of breath",2
"moderate pain during intercourse, pelvic pain, persistent abnormal bleeding",31
"persistent facial pain, severe headache, mild nasal congestion",17
"moderate fatigue, persistent loss of appetite, jaundice, moderate nausea",24
"severe cold intolerance, moderate fatigue",40
"dry skin, moderate scaling, severe red patches",51
"vomiting, mild leg cramps",9
"persistent breast lump, skin changes, moderate nipple discharge, moderate breast pain",30
"persistent dark urine, persistent abdominal pain, persistent fatigue, severe jaundice",23
"severe nausea, persistent stomach cramps, mild vomiting",18
"moderate facial pain, severe headache, post nasal drip, moderate nasal congestion",17
"moderate ring shaped rash, itching, severe skin redness",19
"severe jaundice, moderate dark urine, severe fatigue",23
"severe bloating, moderate hard stools",16
"moderate tremors, severe palpitations, mild heat intolerance",41
"persistent oral pain, moderate mouth ulcers, moderate difficulty swallowing",46
"mild headache, high fever, persistent rash, moderate joint pain",4
"nausea, fatigue",24
"severe chest tightness, wheezing, coughing",13
"moderate fatigue, moderate blurred vision",1
"joint pain, moderate high fever, moderate severe headache, persistent skin rash, bleeding gums",5
"mild itching, severe bleeding during bowel movements, severe anal pain",50
"confusion, persistent dry skin",22
"persistent joint pain, severe red eyes, moderate fever",37
"persistent abdominal discomfort, moderate hard stools",16
"persistent difficulty swallowing, severe mouth ulcers",46
"persistent cold intolerance, mild weight gain, dry skin, mild fatigue",40
"moderate nasal congestion, mild facial pain",17
"mild reduced mobility, persistent stiffness, swelling",21
"persistent red eyes, persistent itching, moderate gritty sensation",12
"mild abnormal bleeding, pelvic pain, moderate pain during intercourse",31
"skin changes, severe breast pain, moderate nipple discharge, breast lump",30
"severe pelvic pain, severe painful periods, moderate heavy bleeding",43
"persistent shortness of breath, mild dizziness, mild nosebleeds, moderate chest pain, persistent headache",2
"moderate dry mouth, reduced urination",10
"persistent weight loss, severe frequent infections, night sweats",45
"severe weakness, shortness of breath, mild fatigue",0
"loose stools, mild nausea, abdominal cramps",7
"mild blurred vision, persistent cloudy vision",44
"severe eye discharge, moderate gritty sensation, moderate red eyes",12
"persistent personality changes, moderate memory loss, persistent difficulty thinking, confusion",26
"severe frequent infections, severe weight loss, moderate night sweats, fatigue",45
"moderate fatigue, mild cold intolerance, moderate weight gain",40
"persistent red eyes, mild fever, mild rash",37
"moderate jaundice, severe abdominal pain, moderate fatigue",23
"mild skin inflammation, persistent oily skin, mild pimples",52
"severe itching, severe scaly skin, moderate skin redness, persistent ring shaped rash",19
"moderate weight loss, mild fatigue, persistent stunted growth",8
moderate dry skin,40
"mild loss of appetite, persistent weight loss, severe persistent abdominal pain",47
"abnormal bleeding, persistent pain during intercourse, severe pelvic pain",31
"persistent severe headache, mild bleeding gums, severe skin rash, severe high fever",5
"mild gritty sensation, itching, mild red eyes",12
"weight loss, persistent chest pain, severe persistent cough",49
"excessive thirst, frequent urination, persistent slow wound healing",1
"persistent tremors, persistent palpitations",41
"mild pimples, persistent blackheads, severe oily skin",52
"persistent anal pain, moderate itching",50
"severe easy bruising, severe confusion",25
"moderate hard stools, persistent abdominal discomfort",16
"moderate fatigue, persistent productive cough, mild fever",15
"persistent weight loss, severe chest pain, severe shortness of breath",49
"weight loss, moderate palpitations",41
pelvic pain,32
"severe scaly skin, moderate ring shaped rash, mild skin redness, moderate itching",19
"reduced urination, moderate dry mouth, persistent thirst",10
"moderate shortness of breath, moderate chest pain, mild persistent cough, severe weight loss",49
"moderate nausea, moderate jaundice",24
"mild skin changes, persistent breast lump, moderate breast pain",30
"moderate palpitations, persistent weight loss, persistent heat intolerance, moderate tremors",41
"severe chills, muscle pain",38
"moderate facial pain, mild post nasal drip, severe headache",17
"mild night sweats, persistent weight loss, persistent frequent infections",45
"mild weight gain, persistent excess hair growth, mild irregular periods, moderate acne",39
"fatigue, mild shortness of breath, persistent dizziness, mild rapid heartbeat, moderate pale skin",0
"chronic cough, severe night sweats",3
"persistent personality changes, persistent confusion, moderate memory loss",26
"facial pain, mild headache, mild post nasal drip",17
"headache, fever, moderate confusion",36
"dizziness, mild chest pain, persistent shortness of breath, mild headache",2
"dizziness, mild nosebleeds, moderate chest pain, headache",2
"mild heavy bleeding, persistent painful periods, severe pelvic pain",43
"moderate itching, persistent hair loss, circular rash",35
"persistent shortness of breath, severe wheezing, persistent chest tightness, severe coughing",13
"moderate high body temperature, dry skin, severe confusion",22
"persistent heat intolerance, severe tremors",41
"severe itching, severe gritty sensation, mild eye discharge, moderate red eyes",12
"mild easy bruising, persistent confusion, abdominal swelling",25
"mild weight gain, mild fatigue, severe dry skin, mild cold intolerance",40
"persistent reduced urination, persistent dry mouth, moderate thirst",10
"joint pain, fatigue",33
"persistent fatigue, mild night sweats, mild frequent infections",45
"moderate difficulty swallowing, moderate oral pain, persistent mouth ulcers",46
"mild severe headache, severe high fever, skin rash",5
"severe headache, moderate nasal congestion, mild facial pain",17
"severe dehydration, mild abdominal cramps, persistent loose stools",7
"persistent bleeding gums, mild weakness, joint pain",34
"weight loss, moderate jaundice",48
"muscle pain, moderate chills, fever",38
"moderate nausea, moderate bloating, mild stomach pain",28
"loss of appetite, moderate weight loss",47
"red patches, mild itchy skin, moderate dry skin, moderate scaling",51
"eye discharge, red eyes, itching, persistent gritty sensation",12
"moderate dark urine, persistent fatigue, pale stools",53
