symptoms_text,disease_id
"severe wheezing, coughing, moderate chest tightness",13
"moderate shortness of breath, severe wheezing",13
"severe chest tightness, moderate coughing, mild wheezing",13
"persistent chest tightness, severe coughing",13
"mild chest tightness, persistent wheezing",13
"wheezing, mild coughing",13
"persistent wheezing, moderate coughing",13
"mild coughing, persistent wheezing, mild chest tightness",13
"moderate shortness of breath, severe chest tightness, coughing",13
"persistent wheezing, mild chest tightness, mild coughing",13
"moderate wheezing, persistent coughing, moderate shortness of breath, moderate chest tightness",13
"mild wheezing, moderate chest tightness, persistent shortness of breath",13
shortness of breath,13
"persistent chest tightness, wheezing, severe coughing, mild shortness of breath",13
"severe coughing, wheezing",13
"moderate chest tightness, shortness of breath, coughing",13
"persistent shortness of breath, moderate chest tightness",13
"moderate chest tightness, persistent coughing, wheezing",13
"mild wheezing, severe coughing",13
"chest tightness, mild shortness of breath, severe wheezing",13
"moderate shortness of breath, moderate wheezing",13
"persistent chest tightness, moderate shortness of breath, moderate wheezing",13
"severe coughing, severe shortness of breath, chest tightness",13
"moderate chest tightness, shortness of breath",13
"persistent wheezing, persistent coughing, persistent chest tightness",13
"mild coughing, shortness of breath, severe wheezing, chest tightness",13
"shortness of breath, wheezing, severe chest tightness",13
"mild chest tightness, moderate wheezing",13
"persistent coughing, severe wheezing, mild chest tightness",13
"mild wheezing, moderate coughing, persistent shortness of breath",13
"mild coughing, persistent shortness of breath, persistent chest tightness",13
"severe shortness of breath, persistent wheezing, mild chest tightness, severe coughing",13
"persistent wheezing, coughing, mild shortness of breath",13
"shortness of breath, mild wheezing, moderate coughing, severe chest tightness",13
"severe shortness of breath, mild wheezing, moderate coughing",13
"severe coughing, persistent chest tightness, mild wheezing",13
"severe shortness of breath, persistent coughing, persistent chest tightness",13
"persistent shortness of breath, moderate chest tightness, moderate coughing",13
"moderate coughing, severe wheezing, severe shortness of breath",13
"severe shortness of breath, mild wheezing, persistent coughing, mild chest tightness",13
"moderate coughing, persistent shortness of breath",13
"moderate chest tightness, persistent wheezing",13
moderate wheezing,13
"mild chest tightness, persistent coughing",13
"mild shortness of breath, wheezing, coughing",13
"persistent wheezing, persistent coughing",13
"persistent shortness of breath, severe coughing, persistent wheezing",13
"persistent chest tightness, coughing, persistent wheezing, mild shortness of breath",13
"mild wheezing, moderate chest tightness, moderate shortness of breath, persistent coughing",13
"coughing, wheezing, moderate chest tightness",13
"moderate wheezing, moderate chest tightness",13
"moderate shortness of breath, persistent coughing",13
"persistent shortness of breath, severe chest tightness",13
"persistent shortness of breath, severe wheezing, persistent chest tightness, severe coughing",13
"chest tightness, moderate shortness of breath, moderate coughing",13
"severe chest tightness, moderate coughing, shortness of breath, severe wheezing",13
"moderate wheezing, moderate chest tightness, moderate coughing, persistent shortness of breath",13
"mild wheezing, persistent shortness of breath, mild coughing, severe chest tightness",13
"persistent wheezing, shortness of breath, moderate coughing, moderate chest tightness",13
"shortness of breath, chest tightness",13
"persistent shortness of breath, severe chest tightness, persistent wheezing",13
"moderate wheezing, mild chest tightness, coughing",13
"wheezing, persistent shortness of breath",13
"mild coughing, mild shortness of breath, chest tightness, moderate wheezing",13
"moderate chest tightness, mild shortness of breath, mild wheezing, moderate coughing",13
"mild wheezing, severe shortness of breath",13
"persistent shortness of breath, mild chest tightness, mild coughing, mild wheezing",13
"wheezing, moderate shortness of breath, mild chest tightness",13
"wheezing, severe shortness of breath, mild coughing",13
"severe shortness of breath, wheezing, moderate chest tightness",13
"mild chest tightness, persistent wheezing, persistent shortness of breath",13
"moderate shortness of breath, mild chest tightness, persistent coughing",13
"moderate chest tightness, coughing, moderate shortness of breath, moderate wheezing",13
"persistent chest tightness, persistent wheezing, severe shortness of breath",13
"moderate wheezing, shortness of breath, severe chest tightness",13
"coughing, persistent chest tightness, moderate wheezing, shortness of breath",13
"wheezing, persistent chest tightness, moderate shortness of breath, coughing",13
"coughing, severe wheezing",13
"chest tightness, severe coughing",13
"severe wheezing, persistent chest tightness",13
"persistent coughing, mild wheezing, severe chest tightness, mild shortness of breath",13
"persistent coughing, moderate wheezing, shortness of breath, mild chest tightness",13
"persistent wheezing, chest tightness",13
"coughing, severe shortness of breath",13
"chest tightness, coughing, moderate shortness of breath",13
"coughing, shortness of breath, severe chest tightness",13
"severe shortness of breath, persistent coughing",13
"persistent shortness of breath, moderate wheezing, severe coughing",13
"coughing, severe wheezing, moderate shortness of breath",13
mild wheezing,13
"coughing, mild wheezing, shortness of breath",13
"wheezing, severe coughing, moderate shortness of breath, mild chest tightness",13
"persistent coughing, moderate wheezing, chest tightness",13
"chest tightness, persistent wheezing, severe shortness of breath",13
"wheezing, mild shortness of breath, chest tightness, coughing",13
"moderate shortness of breath, persistent chest tightness, coughing, mild wheezing",13
"severe wheezing, chest tightness, severe shortness of breath",13
"moderate coughing, shortness of breath, persistent wheezing",13
"mild chest tightness, moderate shortness of breath, severe wheezing",13
"severe chest tightness, coughing, severe shortness of breath, wheezing",13
"moderate shortness of breath, moderate coughing, persistent wheezing",13
"persistent coughing, mild shortness of breath, severe wheezing",13
"mild shortness of breath, persistent wheezing, mild chest tightness, moderate coughing",13
"persistent coughing, shortness of breath",13
"moderate wheezing, persistent shortness of breath, moderate coughing",13
"shortness of breath, coughing, severe chest tightness",13
"moderate coughing, persistent wheezing, shortness of breath",13
"persistent chest tightness, shortness of breath, moderate coughing",13
"persistent wheezing, chest tightness",13
"shortness of breath, persistent chest tightness, severe wheezing",13
"moderate wheezing, moderate chest tightness, mild shortness of breath, persistent coughing",13
"persistent coughing, severe wheezing, chest tightness",13
"shortness of breath, moderate coughing, chest tightness",13
"severe coughing, wheezing, persistent shortness of breath",13
"severe chest tightness, wheezing, coughing",13
"mild shortness of breath, wheezing",13
"mild chest tightness, persistent coughing, moderate wheezing, shortness of breath",13
"severe wheezing, moderate shortness of breath, severe coughing",13
moderate wheezing,13
"severe sore throat, persistent body pain, severe fever, cough, chills",14
"persistent cough, severe sore throat, moderate fever",14
"severe cough, persistent fever, severe sore throat",14
"persistent fever, moderate cough, persistent sore throat",14
"persistent chills, severe body pain, severe fever, severe cough",14
"moderate sore throat, mild chills, mild cough, fever, moderate body pain",14
"mild fever, mild body pain, moderate sore throat, mild chills",14
"sore throat, moderate body pain, moderate cough, severe chills",14
"mild sore throat, body pain",14
"severe chills, severe body pain, fever, severe sore throat",14
"moderate fever, moderate sore throat, mild body pain",14
"chills, mild body pain, mild cough, persistent sore throat",14
"moderate body pain, mild fever",14
"mild cough, persistent chills, persistent sore throat, moderate fever",14
"sore throat, persistent fever, cough, mild chills",14
"moderate body pain, severe cough, persistent sore throat, chills",14
"moderate chills, moderate body pain, moderate fever",14
"mild chills, persistent sore throat, moderate body pain, mild fever",14
"persistent cough, persistent fever, mild chills",14
"mild chills, body pain, mild sore throat, mild cough, persistent fever",14
"mild cough, persistent chills, severe sore throat, persistent body pain",14
"moderate sore throat, fever",14
"mild cough, mild fever, persistent body pain",14
"persistent cough, severe body pain",14
"severe fever, chills, persistent body pain, severe cough, sore throat",14
"cough, moderate body pain, mild sore throat, moderate chills, moderate fever",14
"persistent sore throat, mild chills, persistent cough",14
"moderate chills, mild fever, severe cough, persistent body pain",14
"mild fever, persistent chills, persistent sore throat, mild cough, mild body pain",14
"cough, persistent fever, persistent sore throat, severe chills, body pain",14
"chills, severe sore throat, severe fever",14
"body pain, persistent sore throat, severe chills",14
"mild chills, moderate sore throat, mild fever, severe body pain",14
"moderate body pain, fever, moderate sore throat, persistent chills",14
"severe fever, mild body pain, chills",14
"chills, severe cough, persistent sore throat, moderate fever",14
"persistent chills, severe sore throat, moderate body pain, persistent cough",14
"severe body pain, moderate cough, severe fever",14
"mild sore throat, mild fever",14
"moderate sore throat, severe cough, fever, persistent body pain",14
persistent cough,14
"persistent body pain, persistent chills, severe cough, persistent sore throat",14
"persistent cough, mild sore throat, moderate chills, body pain",14
"mild sore throat, persistent chills, persistent cough, body pain",14
"moderate body pain, mild sore throat",14
"mild body pain, severe cough, mild fever, sore throat, persistent chills",14
"cough, fever, moderate body pain, persistent sore throat",14
"moderate chills, severe cough, persistent sore throat",14
"moderate chills, persistent body pain, severe cough, fever",14
"severe sore throat, persistent chills, persistent fever",14
"severe sore throat, persistent cough, mild chills",14
"moderate fever, mild sore throat, moderate body pain",14
"mild cough, severe fever, severe body pain, severe sore throat",14
"persistent cough, mild fever, sore throat",14
"mild chills, severe cough, persistent sore throat",14
"persistent sore throat, severe cough, moderate body pain",14
"fever, severe chills, cough",14
"fever, severe chills, moderate cough",14
"mild cough, severe body pain, persistent chills, fever, mild sore throat",14
"moderate body pain, fever, moderate chills, moderate cough",14
"fever, mild chills",14
"severe sore throat, mild cough, mild chills",14
"persistent body pain, mild fever, severe cough",14
"fever, moderate body pain, chills",14
"persistent chills, fever, persistent sore throat",14
"persistent sore throat, mild chills, persistent body pain",14
"mild fever, moderate body pain, severe chills, sore throat",14
"persistent sore throat, persistent body pain, moderate chills",14
"persistent body pain, persistent cough",14
"body pain, severe fever, moderate sore throat, moderate chills, moderate cough",14
"cough, mild body pain",14
"chills, severe cough, mild sore throat",14
"mild chills, moderate cough",14
"body pain, mild fever, severe chills, sore throat",14
"persistent sore throat, severe chills, mild fever, body pain, persistent cough",14
"persistent fever, sore throat, mild cough, moderate body pain, severe chills",14
"persistent body pain, mild fever, persistent cough, moderate chills",14
"chills, severe fever, body pain, mild cough",14
"persistent fever, moderate body pain, sore throat, severe chills",14
"mild body pain, persistent chills, persistent sore throat, moderate cough",14
"moderate chills, body pain, cough, sore throat",14
"moderate cough, mild fever, severe chills",14
"body pain, severe sore throat, cough, fever, moderate chills",14
"persistent chills, sore throat, persistent body pain, mild cough",14
"body pain, fever, mild sore throat, persistent chills, cough",14
"moderate fever, sore throat, chills, mild body pain",14
"fever, body pain, moderate chills",14
"persistent body pain, moderate cough, mild chills",14
"severe sore throat, persistent body pain, cough",14
"persistent chills, persistent body pain, severe cough",14
"mild cough, persistent chills, persistent body pain",14
"cough, severe sore throat, severe fever",14
"severe fever, cough, moderate chills, moderate sore throat",14
"chills, moderate fever",14
"moderate fever, moderate sore throat, mild body pain",14
"severe body pain, fever, moderate sore throat",14
"persistent chills, severe fever, body pain",14
"fever, mild chills, moderate sore throat",14
"persistent cough, severe body pain, chills",14
"severe fever, cough, mild chills, mild body pain",14
"severe sore throat, mild fever, chills, mild body pain",14
"mild body pain, fever, cough",14
"severe chills, persistent body pain, severe fever, persistent cough",14
"fever, persistent cough, mild body pain, moderate chills",14
"persistent fever, chills, moderate sore throat, severe cough",14
"cough, persistent body pain, chills",14
"chills, mild fever, sore throat",14
"persistent sore throat, moderate body pain, chills",14
"moderate sore throat, mild body pain, moderate cough",14
"mild chills, severe sore throat, body pain",14
"persistent body pain, moderate cough, moderate sore throat",14
"mild cough, severe fever, persistent body pain, severe chills",14
"moderate fever, severe cough, sore throat, mild body pain",14
"persistent fever, chills, moderate cough",14
"mild cough, severe sore throat, moderate chills",14
"sore throat, mild body pain, moderate cough",14
persistent chills,14
"moderate sore throat, persistent cough, moderate chills, persistent fever, persistent body pain",14
"severe fever, mild chills",14
"persistent difficulty breathing, persistent fatigue",15
"severe difficulty breathing, fever, moderate fatigue, productive cough",15
"moderate chest pain, severe fatigue, mild fever, persistent productive cough, persistent difficulty breathing",15
"severe difficulty breathing, moderate fatigue, persistent chest pain",15
"mild chest pain, severe fever, severe productive cough, persistent difficulty breathing",15
"moderate fatigue, moderate chest pain, moderate productive cough",15
"persistent chest pain, moderate difficulty breathing, persistent fever, moderate productive cough, severe fatigue",15
"severe difficulty breathing, persistent productive cough, mild chest pain",15
"mild productive cough, fever, persistent difficulty breathing, severe chest pain, fatigue",15
"productive cough, difficulty breathing, fever, mild chest pain",15
"mild productive cough, mild fatigue",15
"persistent productive cough, persistent chest pain, severe difficulty breathing, mild fatigue",15
"mild productive cough, severe fever, severe fatigue",15
"mild productive cough, moderate fatigue, moderate fever, difficulty breathing",15
"severe chest pain, moderate difficulty breathing",15
"persistent fatigue, chest pain, difficulty breathing, mild fever, productive cough",15
"mild fever, persistent productive cough, mild chest pain, moderate difficulty breathing, moderate fatigue",15
"persistent fever, chest pain",15
"persistent chest pain, productive cough, mild fatigue",15
"severe chest pain, severe productive cough, mild fever",15
"severe chest pain, persistent fever",15
"persistent difficulty breathing, moderate fatigue, mild fever, persistent chest pain",15
"persistent fatigue, chest pain, moderate productive cough",15
"moderate difficulty breathing, moderate productive cough, persistent chest pain, severe fever",15
"difficulty breathing, mild fatigue",15
"moderate fatigue, mild productive cough, moderate fever",15
"difficulty breathing, fever",15
"mild productive cough, fever, persistent difficulty breathing, severe fatigue",15
"severe chest pain, moderate productive cough, mild difficulty breathing, persistent fatigue",15
"persistent fever, mild fatigue, severe chest pain",15
"moderate productive cough, severe difficulty breathing, moderate chest pain",15
"moderate fever, persistent productive cough, mild fatigue, persistent chest pain",15
"mild productive cough, persistent difficulty breathing, mild fever",15
"mild chest pain, mild fatigue",15
"severe fever, productive cough, severe fatigue",15
"mild fever, moderate productive cough, moderate difficulty breathing",15
"severe chest pain, severe productive cough",15
"moderate difficulty breathing, mild fatigue, chest pain",15
"productive cough, severe fever, severe chest pain",15
"moderate difficulty breathing, moderate fever, severe fatigue",15
"mild productive cough, severe fever, persistent fatigue",15
"mild chest pain, severe fever, fatigue, severe difficulty breathing",15
"persistent difficulty breathing, fatigue",15
moderate productive cough,15
"persistent productive cough, mild fatigue, difficulty breathing",15
"mild productive cough, persistent fever, chest pain, mild fatigue",15
"moderate fever, persistent chest pain, fatigue, persistent productive cough",15
"mild chest pain, productive cough, moderate fatigue, mild fever, persistent difficulty breathing",15
"moderate productive cough, persistent fever, persistent fatigue, persistent chest pain, difficulty breathing",15
"moderate productive cough, moderate chest pain, moderate difficulty breathing, mild fever, mild fatigue",15
"severe chest pain, fever, persistent difficulty breathing",15
"persistent productive cough, moderate difficulty breathing, persistent fever",15
"persistent fatigue, moderate fever, severe chest pain, persistent productive cough",15
"persistent fatigue, severe productive cough, fever",15
"mild difficulty breathing, mild productive cough, mild fatigue",15
"persistent fever, mild productive cough, mild fatigue, mild chest pain",15
"moderate fatigue, persistent productive cough, mild fever",15
persistent fever,15
"mild productive cough, chest pain, moderate fatigue, persistent fever, mild difficulty breathing",15
"moderate chest pain, severe difficulty breathing, persistent fever, persistent productive cough",15
"mild difficulty breathing, fever, persistent productive cough",15
"moderate chest pain, moderate productive cough, severe fatigue",15
"severe chest pain, severe fever, mild fatigue",15
"severe difficulty breathing, persistent chest pain, moderate productive cough, moderate fatigue",15
"productive cough, persistent difficulty breathing",15
"persistent fatigue, moderate difficulty breathing, moderate productive cough, chest pain, severe fever",15
"severe productive cough, persistent chest pain, mild fever",15
"mild fatigue, persistent productive cough",15
"moderate fever, persistent chest pain",15
"productive cough, persistent fatigue, mild fever, mild difficulty breathing",15
"chest pain, severe difficulty breathing, fatigue, productive cough, moderate fever",15
"moderate productive cough, moderate fatigue, fever",15
"fatigue, chest pain, fever, moderate productive cough, persistent difficulty breathing",15
"mild difficulty breathing, persistent chest pain, severe productive cough, fatigue, mild fever",15
"moderate difficulty breathing, severe fatigue, persistent fever",15
"mild difficulty breathing, fatigue, mild fever",15
"moderate chest pain, moderate difficulty breathing, moderate fatigue, moderate fever, moderate productive cough",15
"mild chest pain, severe productive cough, severe difficulty breathing, mild fatigue",15
"moderate fatigue, mild productive cough, moderate fever, persistent difficulty breathing",15
"moderate difficulty breathing, severe productive cough, severe chest pain",15
"moderate difficulty breathing, fatigue, persistent fever",15
"productive cough, moderate chest pain, persistent fever",15
"persistent fever, severe difficulty breathing",15
"moderate fever, fatigue, productive cough, severe difficulty breathing",15
"mild fever, difficulty breathing, moderate productive cough",15
"mild productive cough, difficulty breathing, moderate fatigue, mild fever",15
"moderate fever, persistent difficulty breathing, chest pain, mild fatigue",15
"persistent productive cough, mild difficulty breathing, mild fatigue, fever",15
"fever, severe fatigue, mild chest pain, moderate productive cough, persistent difficulty breathing",15
"severe productive cough, severe fever, severe difficulty breathing",15
"moderate difficulty breathing, fatigue",15
"mild chest pain, mild fever",15
"fatigue, mild productive cough, persistent fever",15
"persistent fever, mild fatigue, severe difficulty breathing, mild productive cough, mild chest pain",15
"moderate difficulty breathing, productive cough",15
"mild chest pain, persistent fever, productive cough",15
"mild fever, severe fatigue, severe chest pain, productive cough",15
"mild fatigue, persistent difficulty breathing, chest pain, moderate fever",15
"fever, difficulty breathing, mild fatigue, severe productive cough",15
"persistent difficulty breathing, severe fever, chest pain",15
"mild difficulty breathing, persistent fatigue, severe fever, severe chest pain",15
"severe productive cough, fever, moderate fatigue",15
"severe chest pain, fatigue, moderate difficulty breathing, mild fever",15
"severe productive cough, mild fever",15
"mild fatigue, persistent productive cough, fever, mild difficulty breathing",15
"severe difficulty breathing, fever, severe chest pain",15
"moderate difficulty breathing, productive cough",15
"mild chest pain, severe productive cough, severe difficulty breathing",15
"chest pain, persistent fever, mild difficulty breathing",15
"persistent chest pain, persistent fatigue",15
"fatigue, severe fever, moderate difficulty breathing, mild chest pain",15
"persistent fever, severe productive cough, fatigue",15
"chest pain, productive cough, persistent difficulty breathing, mild fatigue",15
"chest pain, difficulty breathing, mild productive cough",15
"mild productive cough, mild fatigue, chest pain, persistent difficulty breathing",15
"severe chest pain, mild fatigue, persistent productive cough",15
"difficulty breathing, severe fever",15
"moderate fatigue, mild chest pain, persistent fever",15
"severe fatigue, persistent chest pain, severe productive cough, persistent difficulty breathing, severe fever",15
"moderate productive cough, moderate difficulty breathing, fatigue, persistent fever, persistent chest pain",15
"severe hard stools, mild abdominal discomfort, mild bloating",16
"mild abdominal discomfort, mild hard stools, severe bloating",16
"persistent hard stools, mild bloating, moderate abdominal discomfort",16
"moderate bloating, severe abdominal discomfort, moderate hard stools",16
"persistent bloating, persistent abdominal discomfort",16
"persistent hard stools, mild bloating, abdominal discomfort",16
"severe hard stools, moderate bloating",16
"moderate abdominal discomfort, mild hard stools, mild bloating",16
"moderate abdominal discomfort, persistent hard stools, mild bloating",16
"persistent abdominal discomfort, hard stools, bloating",16
persistent abdominal discomfort,16
"severe bloating, mild abdominal discomfort",16
"mild hard stools, severe abdominal discomfort, bloating",16
"hard stools, moderate abdominal discomfort",16
"severe bloating, moderate hard stools",16
"moderate hard stools, mild abdominal discomfort, severe bloating",16
"bloating, hard stools, moderate abdominal discomfort",16
"mild bloating, mild hard stools, severe abdominal discomfort",16
"hard stools, bloating",16
"bloating, mild abdominal discomfort, moderate hard stools",16
"severe bloating, persistent hard stools, mild abdominal discomfort",16
"moderate hard stools, severe bloating, persistent abdominal discomfort",16
severe abdominal discomfort,16
"persistent abdominal discomfort, hard stools",16
"severe abdominal discomfort, bloating",16
"severe bloating, persistent hard stools, severe abdominal discomfort",16
"mild hard stools, mild abdominal discomfort, persistent bloating",16
"mild hard stools, mild abdominal discomfort, persistent bloating",16
"severe hard stools, moderate abdominal discomfort, moderate bloating",16
"mild bloating, moderate abdominal discomfort, moderate hard stools",16
"bloating, mild hard stools, persistent abdominal discomfort",16
"severe abdominal discomfort, moderate bloating, hard stools",16
"bloating, severe hard stools, moderate abdominal discomfort",16
"persistent hard stools, moderate abdominal discomfort, mild bloating",16
"moderate bloating, hard stools, moderate abdominal discomfort",16
"severe bloating, mild hard stools, persistent abdominal discomfort",16
"severe bloating, severe hard stools, moderate abdominal discomfort",16
"severe bloating, mild abdominal discomfort, hard stools",16
"severe bloating, moderate hard stools",16
"moderate abdominal discomfort, persistent bloating, severe hard stools",16
"bloating, severe abdominal discomfort, moderate hard stools",16
"severe hard stools, persistent abdominal discomfort, mild bloating",16
"moderate abdominal discomfort, mild bloating",16
"severe bloating, abdominal discomfort, severe hard stools",16
"moderate hard stools, mild abdominal discomfort",16
"mild bloating, mild hard stools, abdominal discomfort",16
"hard stools, abdominal discomfort, moderate bloating",16
"abdominal discomfort, bloating",16
"mild bloating, mild abdominal discomfort",16
"persistent abdominal discomfort, moderate hard stools",16
"severe bloating, severe hard stools",16
"abdominal discomfort, hard stools, severe bloating",16
"severe bloating, mild abdominal discomfort, persistent hard stools",16
"mild hard stools, mild abdominal discomfort",16
"persistent bloating, abdominal discomfort",16
"moderate hard stools, persistent abdominal discomfort, persistent bloating",16
"bloating, severe hard stools, persistent abdominal discomfort",16
"abdominal discomfort, persistent hard stools, bloating",16
"abdominal discomfort, mild hard stools, bloating",16
"hard stools, severe bloating",16
"persistent hard stools, persistent bloating",16
persistent bloating,16
"moderate bloating, hard stools, persistent abdominal discomfort",16
"severe abdominal discomfort, moderate bloating, mild hard stools",16
"moderate hard stools, mild bloating",16
"mild hard stools, mild bloating, mild abdominal discomfort",16
"persistent abdominal discomfort, moderate hard stools",16
"moderate bloating, hard stools, persistent abdominal discomfort",16
"moderate bloating, persistent hard stools, persistent abdominal discomfort",16
"moderate hard stools, persistent abdominal discomfort",16
"bloating, hard stools",16
"abdominal discomfort, moderate bloating",16
"abdominal discomfort, severe bloating",16
"mild abdominal discomfort, moderate hard stools, severe bloating",16
"severe abdominal discomfort, moderate bloating, hard stools",16
"hard stools, moderate bloating",16
"moderate abdominal discomfort, persistent bloating, mild hard stools",16
"abdominal discomfort, persistent hard stools, severe bloating",16
"moderate abdominal discomfort, bloating",16
"persistent abdominal discomfort, persistent hard stools, severe bloating",16
"severe abdominal discomfort, hard stools, bloating",16
"hard stools, persistent bloating, mild abdominal discomfort",16
"bloating, severe hard stools",16
severe hard stools,16
"persistent bloating, severe abdominal discomfort, mild hard stools",16
"moderate abdominal discomfort, persistent bloating, moderate hard stools",16
"bloating, mild abdominal discomfort, mild hard stools",16
"severe bloating, hard stools, severe abdominal discomfort",16
"hard stools, mild abdominal discomfort, severe bloating",16
"persistent bloating, persistent abdominal discomfort, mild hard stools",16
"abdominal discomfort, moderate hard stools",16
"severe bloating, persistent abdominal discomfort, moderate hard stools",16
"mild abdominal discomfort, persistent hard stools, severe bloating",16
"persistent hard stools, moderate bloating",16
"severe abdominal discomfort, moderate bloating, hard stools",16
"mild hard stools, moderate abdominal discomfort, mild bloating",16
"mild hard stools, persistent abdominal discomfort, severe bloating",16
"mild bloating, persistent abdominal discomfort",16
"severe hard stools, abdominal discomfort",16
"bloating, moderate abdominal discomfort, hard stools",16
"moderate hard stools, severe bloating, mild abdominal discomfort",16
moderate abdominal discomfort,16
"persistent bloating, persistent hard stools",16
"moderate hard stools, mild bloating, abdominal discomfort",16
"persistent bloating, persistent hard stools",16
"hard stools, bloating, persistent abdominal discomfort",16
"hard stools, abdominal discomfort, bloating",16
"severe hard stools, persistent bloating, mild abdominal discomfort",16
"persistent abdominal discomfort, mild hard stools, bloating",16
"severe hard stools, mild abdominal discomfort",16
"moderate hard stools, severe abdominal discomfort, moderate bloating",16
"severe abdominal discomfort, severe hard stools, persistent bloating",16
"severe bloating, severe abdominal discomfort, persistent hard stools",16
"abdominal discomfort, mild hard stools",16
"abdominal discomfort, severe hard stools",16
"bloating, persistent hard stools, abdominal discomfort",16
"severe hard stools, mild abdominal discomfort, severe bloating",16
"moderate hard stools, mild bloating",16
"moderate bloating, severe abdominal discomfort, moderate hard stools",16
"moderate post nasal drip, moderate facial pain",17
"mild nasal congestion, mild post nasal drip, mild facial pain",17
"mild nasal congestion, headache, facial pain",17
"nasal congestion, post nasal drip",17
"persistent headache, post nasal drip, facial pain",17
"facial pain, headache, persistent nasal congestion",17
"post nasal drip, persistent nasal congestion, mild facial pain",17
"mild headache, nasal congestion, mild post nasal drip",17
"moderate facial pain, mild nasal congestion, moderate headache",17
"headache, mild nasal congestion, mild facial pain, mild post nasal drip",17
"post nasal drip, severe facial pain",17
"persistent nasal congestion, moderate post nasal drip, moderate facial pain",17
"moderate post nasal drip, moderate headache, moderate facial pain",17
"severe facial pain, mild post nasal drip, moderate nasal congestion",17
"mild nasal congestion, severe headache, moderate facial pain, post nasal drip",17
"moderate facial pain, severe headache, moderate nasal congestion, moderate post nasal drip",17
"persistent nasal congestion, post nasal drip",17
"mild facial pain, persistent post nasal drip",17
"moderate post nasal drip, persistent nasal congestion, moderate headache, mild facial pain",17
"persistent facial pain, persistent post nasal drip, persistent nasal congestion",17
"severe facial pain, moderate nasal congestion, persistent headache",17
"mild facial pain, headache, persistent nasal congestion, mild post nasal drip",17
"persistent nasal congestion, post nasal drip, severe facial pain",17
"severe post nasal drip, severe nasal congestion, mild facial pain, severe headache",17
"persistent facial pain, moderate post nasal drip, moderate nasal congestion",17
"facial pain, severe nasal congestion, severe post nasal drip",17
"moderate headache, severe facial pain, persistent nasal congestion, moderate post nasal drip",17
"mild nasal congestion, facial pain, moderate headache",17
"post nasal drip, severe nasal congestion, headache, mild facial pain",17
facial pain,17
"nasal congestion, post nasal drip, severe headache",17
"persistent facial pain, moderate post nasal drip, mild headache",17
"persistent post nasal drip, headache, persistent nasal congestion, persistent facial pain",17
"mild post nasal drip, nasal congestion, headache, facial pain",17
"mild nasal congestion, severe headache, post nasal drip, persistent facial pain",17
"mild nasal congestion, moderate post nasal drip, facial pain",17
severe facial pain,17
"mild headache, moderate post nasal drip",17
"persistent facial pain, mild headache, persistent post nasal drip, moderate nasal congestion",17
"mild post nasal drip, persistent headache, persistent facial pain",17
severe nasal congestion,17
"moderate post nasal drip, headache, nasal congestion, persistent facial pain",17
"persistent facial pain, persistent post nasal drip, persistent nasal congestion",17
"mild post nasal drip, mild facial pain, nasal congestion",17
"severe post nasal drip, moderate headache, mild facial pain",17
"severe nasal congestion, moderate facial pain, post nasal drip",17
"persistent facial pain, severe headache, mild nasal congestion",17
moderate post nasal drip,17
"mild nasal congestion, persistent post nasal drip",17
"headache, persistent facial pain",17
"persistent nasal congestion, post nasal drip, mild headache, mild facial pain",17
"mild nasal congestion, severe post nasal drip, facial pain, mild headache",17
"persistent facial pain, severe post nasal drip, mild headache, nasal congestion",17
"mild post nasal drip, severe facial pain, persistent nasal congestion",17
"severe facial pain, persistent headache, post nasal drip",17
"persistent headache, post nasal drip",17
"mild headache, mild nasal congestion",17
"mild headache, post nasal drip",17
"nasal congestion, severe headache, severe facial pain, persistent post nasal drip",17
"persistent post nasal drip, headache",17
"facial pain, post nasal drip, moderate headache, mild nasal congestion",17
"moderate nasal congestion, moderate post nasal drip, moderate headache",17
"persistent facial pain, mild headache, nasal congestion",17
"severe headache, moderate nasal congestion, mild facial pain",17
"mild facial pain, moderate post nasal drip, severe nasal congestion, severe headache",17
"mild facial pain, nasal congestion, mild headache",17
"facial pain, persistent nasal congestion, mild headache",17
"persistent post nasal drip, persistent nasal congestion, facial pain",17
"persistent post nasal drip, moderate nasal congestion, moderate headache, facial pain",17
"persistent facial pain, moderate nasal congestion",17
"moderate headache, nasal congestion",17
"nasal congestion, facial pain",17
"post nasal drip, headache, nasal congestion",17
"severe facial pain, severe headache",17
"facial pain, moderate headache, post nasal drip",17
"mild post nasal drip, mild facial pain, severe nasal congestion",17
"moderate post nasal drip, severe nasal congestion",17
"persistent post nasal drip, persistent facial pain, headache",17
"mild post nasal drip, moderate headache",17
"persistent post nasal drip, mild headache, persistent facial pain",17
"severe post nasal drip, severe facial pain, headache",17
"moderate facial pain, severe headache, post nasal drip, moderate nasal congestion",17
"facial pain, moderate headache",17
severe headache,17
"persistent post nasal drip, mild nasal congestion, severe headache, facial pain",17
"persistent nasal congestion, persistent headache",17
"persistent post nasal drip, persistent nasal congestion",17
"moderate nasal congestion, mild facial pain",17
"facial pain, severe post nasal drip, severe headache",17
"persistent facial pain, moderate nasal congestion, moderate headache",17
"severe headache, severe post nasal drip, severe nasal congestion",17
"persistent facial pain, persistent nasal congestion, persistent headache",17
"persistent headache, moderate post nasal drip, mild facial pain",17
"facial pain, moderate post nasal drip, moderate nasal congestion, headache",17
